Date,Open,High,Low,Close,Adj Close,Volume
2023-08-25,42.139400,42.139400,42.139400,42.139400,42.139400,0
2023-08-28,42.179798,42.179798,42.179798,42.179798,42.179798,0
2023-08-29,42.176998,42.176998,42.176998,42.176998,42.176998,0
2023-08-30,42.183701,42.183701,42.183701,42.183701,42.183701,0
2023-08-31,42.194599,42.194599,42.194599,42.194599,42.194599,0
2023-09-01,42.197201,42.197201,42.197201,42.197201,42.197201,0
2023-09-04,42.224400,42.224400,42.224400,42.224400,42.224400,0
2023-09-05,42.233501,42.233501,42.233501,42.233501,42.233501,0
2023-09-06,42.226101,42.226101,42.226101,42.226101,42.226101,0
2023-09-07,42.252300,42.252300,42.252300,42.252300,42.252300,0
2023-09-08,42.247002,42.247002,42.247002,42.247002,42.247002,0
2023-09-11,42.259102,42.259102,42.259102,42.259102,42.259102,0
2023-09-12,42.253399,42.253399,42.253399,42.253399,42.253399,0
2023-09-13,42.279701,42.279701,42.279701,42.279701,42.279701,0
2023-09-14,42.318100,42.318100,42.318100,42.318100,42.318100,0
2023-09-15,42.305698,42.305698,42.305698,42.305698,42.305698,0
2023-09-18,42.329201,42.329201,42.329201,42.329201,42.329201,0
2023-09-20,42.352901,42.352901,42.352901,42.352901,42.352901,0
2023-09-21,42.395000,42.395000,42.395000,42.395000,42.395000,0
2023-09-22,42.396801,42.396801,42.396801,42.396801,42.396801,0
2023-09-25,42.420799,42.420799,42.420799,42.420799,42.420799,0
2023-09-26,42.421902,42.421902,42.421902,42.421902,42.421902,0
2023-09-27,42.426102,42.426102,42.426102,42.426102,42.426102,0
2023-09-28,null,null,null,null,null,null
2023-09-29,42.427700,42.427700,42.427700,42.427700,42.427700,0
2023-10-03,42.450298,42.450298,42.450298,42.450298,42.450298,0
2023-10-04,42.454899,42.454899,42.454899,42.454899,42.454899,0
2023-10-05,42.482101,42.482101,42.482101,42.482101,42.482101,0
2023-10-06,42.419201,42.419201,42.419201,42.419201,42.419201,0
2023-10-09,42.418201,42.418201,42.418201,42.418201,42.418201,0
2023-10-10,42.442101,42.442101,42.442101,42.442101,42.442101,0
2023-10-11,42.467499,42.467499,42.467499,42.467499,42.467499,0
2023-10-12,42.478699,42.478699,42.478699,42.478699,42.478699,0
2023-10-13,42.484402,42.484402,42.484402,42.484402,42.484402,0
2023-10-16,42.505199,42.505199,42.505199,42.505199,42.505199,0
2023-10-17,42.508202,42.508202,42.508202,42.508202,42.508202,0
2023-10-18,42.516201,42.516201,42.516201,42.516201,42.516201,0
2023-10-19,42.517101,42.517101,42.517101,42.517101,42.517101,0
2023-10-20,42.520000,42.520000,42.520000,42.520000,42.520000,0
2023-10-23,42.536098,42.536098,42.536098,42.536098,42.536098,0
2023-10-25,42.567200,42.567200,42.567200,42.567200,42.567200,0
2023-10-26,42.564400,42.564400,42.564400,42.564400,42.564400,0
2023-10-27,42.576900,42.576900,42.576900,42.576900,42.576900,0
2023-10-30,42.595200,42.595200,42.595200,42.595200,42.595200,0
2023-10-31,42.606998,42.606998,42.606998,42.606998,42.606998,0
2023-11-01,42.575802,42.575802,42.575802,42.575802,42.575802,0
2023-11-02,42.597900,42.597900,42.597900,42.597900,42.597900,0
2023-11-03,42.615101,42.615101,42.615101,42.615101,42.615101,0
2023-11-06,42.638401,42.638401,42.638401,42.638401,42.638401,0
2023-11-07,42.661301,42.661301,42.661301,42.661301,42.661301,0
2023-11-08,42.676201,42.676201,42.676201,42.676201,42.676201,0
2023-11-09,42.725601,42.725601,42.725601,42.725601,42.725601,0
2023-11-10,42.725300,42.725300,42.725300,42.725300,42.725300,0
2023-11-13,42.748501,42.748501,42.748501,42.748501,42.748501,0
2023-11-15,42.811798,42.811798,42.811798,42.811798,42.811798,0
2023-11-16,42.820801,42.820801,42.820801,42.820801,42.820801,0
2023-11-17,42.832802,42.832802,42.832802,42.832802,42.832802,0
2023-11-20,42.843899,42.843899,42.843899,42.843899,42.843899,0
2023-11-21,42.828499,42.828499,42.828499,42.828499,42.828499,0
2023-11-22,42.849602,42.849602,42.849602,42.849602,42.849602,0
2023-11-23,42.852600,42.852600,42.852600,42.852600,42.852600,0
2023-11-24,42.832001,42.832001,42.832001,42.832001,42.832001,0
2023-11-28,42.871799,42.871799,42.871799,42.871799,42.871799,0
2023-11-29,42.888699,42.888699,42.888699,42.888699,42.888699,0
2023-11-30,42.884300,42.884300,42.884300,42.884300,42.884300,0
2023-12-01,42.887299,42.887299,42.887299,42.887299,42.887299,0
2023-12-04,42.927299,42.927299,42.927299,42.927299,42.927299,0
2023-12-05,42.936901,42.936901,42.936901,42.936901,42.936901,0
2023-12-06,42.946800,42.946800,42.946800,42.946800,42.946800,0
2023-12-07,42.958199,42.958199,42.958199,42.958199,42.958199,0
2023-12-08,42.956501,42.956501,42.956501,42.956501,42.956501,0
2023-12-11,42.976898,42.976898,42.976898,42.976898,42.976898,0
2023-12-12,42.978001,42.978001,42.978001,42.978001,42.978001,0
2023-12-13,42.987598,42.987598,42.987598,42.987598,42.987598,0
2023-12-14,43.022999,43.022999,43.022999,43.022999,43.022999,0
2023-12-15,43.065201,43.065201,43.065201,43.065201,43.065201,0
2023-12-18,43.098202,43.098202,43.098202,43.098202,43.098202,0
2023-12-19,43.103100,43.103100,43.103100,43.103100,43.103100,0
2023-12-20,43.112400,43.112400,43.112400,43.112400,43.112400,0
2023-12-21,43.119301,43.119301,43.119301,43.119301,43.119301,0
2023-12-22,43.126701,43.126701,43.126701,43.126701,43.126701,0
2023-12-26,43.161598,43.161598,43.161598,43.161598,43.161598,0
2023-12-27,43.157001,43.157001,43.157001,43.157001,43.157001,0
2023-12-28,43.158501,43.158501,43.158501,43.158501,43.158501,0
2023-12-29,43.188400,43.188400,43.188400,43.188400,43.188400,0
2024-01-01,43.207802,43.207802,43.207802,43.207802,43.207802,0
2024-01-02,43.214100,43.214100,43.214100,43.214100,43.214100,0
2024-01-03,43.215698,43.215698,43.215698,43.215698,43.215698,0
2024-01-04,43.216599,43.216599,43.216599,43.216599,43.216599,0
2024-01-05,43.216301,43.216301,43.216301,43.216301,43.216301,0
2024-01-08,43.253502,43.253502,43.253502,43.253502,43.253502,0
2024-01-09,43.268002,43.268002,43.268002,43.268002,43.268002,0
2024-01-10,43.280998,43.280998,43.280998,43.280998,43.280998,0
2024-01-11,43.288799,43.288799,43.288799,43.288799,43.288799,0
2024-01-12,43.298901,43.298901,43.298901,43.298901,43.298901,0
2024-01-15,43.344898,43.344898,43.344898,43.344898,43.344898,0
2024-01-16,43.345600,43.345600,43.345600,43.345600,43.345600,0
2024-01-17,43.349201,43.349201,43.349201,43.349201,43.349201,0
2024-01-18,43.342602,43.342602,43.342602,43.342602,43.342602,0
2024-01-19,43.347198,43.347198,43.347198,43.347198,43.347198,0
2024-01-23,43.383499,43.383499,43.383499,43.383499,43.383499,0
2024-01-24,43.385300,43.385300,43.385300,43.385300,43.385300,0
2024-01-25,43.384800,43.384800,43.384800,43.384800,43.384800,0
2024-01-29,43.425701,43.425701,43.425701,43.425701,43.425701,0
2024-01-30,43.431400,43.431400,43.431400,43.431400,43.431400,0
2024-01-31,43.445301,43.445301,43.445301,43.445301,43.445301,0
2024-02-01,43.494801,43.494801,43.494801,43.494801,43.494801,0
2024-02-02,43.518200,43.518200,43.518200,43.518200,43.518200,0
2024-02-05,43.526100,43.526100,43.526100,43.526100,43.526100,0
2024-02-06,43.532600,43.532600,43.532600,43.532600,43.532600,0
2024-02-07,43.545700,43.545700,43.545700,43.545700,43.545700,0
2024-02-08,43.550701,43.550701,43.550701,43.550701,43.550701,0
2024-02-09,43.549301,43.549301,43.549301,43.549301,43.549301,0
2024-02-12,43.619900,43.619900,43.619900,43.619900,43.619900,0
2024-02-13,43.628201,43.628201,43.628201,43.628201,43.628201,0
2024-02-14,43.624401,43.624401,43.624401,43.624401,43.624401,0
2024-02-15,43.650700,43.650700,43.650700,43.650700,43.650700,0
2024-02-16,43.656502,43.656502,43.656502,43.656502,43.656502,0
2024-02-19,null,null,null,null,null,null
2024-02-20,43.701401,43.701401,43.701401,43.701401,43.701401,0
2024-02-21,43.723801,43.723801,43.723801,43.723801,43.723801,0
2024-02-22,43.733700,43.733700,43.733700,43.733700,43.733700,0
2024-02-23,43.735100,43.735100,43.735100,43.735100,43.735100,0
2024-02-26,43.767899,43.767899,43.767899,43.767899,43.767899,0
2024-02-27,43.771702,43.771702,43.771702,43.771702,43.771702,0
2024-02-28,43.783298,43.783298,43.783298,43.783298,43.783298,0
2024-02-29,43.786900,43.786900,43.786900,43.786900,43.786900,0
2024-03-01,43.799198,43.799198,43.799198,43.799198,43.799198,0
2024-03-04,43.828701,43.828701,43.828701,43.828701,43.828701,0
2024-03-05,43.838600,43.838600,43.838600,43.838600,43.838600,0
2024-03-06,43.854801,43.854801,43.854801,43.854801,43.854801,0
2024-03-07,43.872700,43.872700,43.872700,43.872700,43.872700,0
2024-03-11,43.921101,43.921101,43.921101,43.921101,43.921101,0
2024-03-12,43.925499,43.925499,43.925499,43.925499,43.925499,0
2024-03-13,43.930698,43.930698,43.930698,43.930698,43.930698,0
2024-03-14,43.932899,43.932899,43.932899,43.932899,43.932899,0
2024-03-15,43.939999,43.939999,43.939999,43.939999,43.939999,0
2024-03-18,43.942501,43.942501,43.942501,43.942501,43.942501,0
2024-03-19,43.940300,43.940300,43.940300,43.940300,43.940300,0
2024-03-20,43.950901,43.950901,43.950901,43.950901,43.950901,0
2024-03-21,43.975101,43.975101,43.975101,43.975101,43.975101,0
2024-03-22,43.972000,43.972000,43.972000,43.972000,43.972000,0
2024-03-26,43.999599,43.999599,43.999599,43.999599,43.999599,0
2024-03-27,44.022301,44.022301,44.022301,44.022301,44.022301,0
2024-03-28,44.076599,44.076599,44.076599,44.076599,44.076599,0
2024-04-01,null,null,null,null,null,null
2024-04-02,44.097401,44.097401,44.097401,44.097401,44.097401,0
2024-04-03,44.103699,44.103699,44.103699,44.103699,44.103699,0
2024-04-04,44.116100,44.116100,44.116100,44.116100,44.116100,0
2024-04-05,44.124100,44.124100,44.124100,44.124100,44.124100,0
2024-04-08,44.131302,44.131302,44.131302,44.131302,44.131302,0
2024-04-09,null,null,null,null,null,null
2024-04-10,44.159698,44.159698,44.159698,44.159698,44.159698,0
2024-04-12,44.143902,44.143902,44.143902,44.143902,44.143902,0
2024-04-15,44.170898,44.170898,44.170898,44.170898,44.170898,0
2024-04-16,44.175598,44.175598,44.175598,44.175598,44.175598,0
2024-04-18,44.187698,44.187698,44.187698,44.187698,44.187698,0
2024-04-19,44.170601,44.170601,44.170601,44.170601,44.170601,0
2024-04-22,44.217300,44.217300,44.217300,44.217300,44.217300,0
2024-04-23,44.232800,44.232800,44.232800,44.232800,44.232800,0
2024-04-24,44.230598,44.230598,44.230598,44.230598,44.230598,0
2024-04-25,44.235401,44.235401,44.235401,44.235401,44.235401,0
2024-04-26,44.244301,44.244301,44.244301,44.244301,44.244301,0
2024-04-29,44.270302,44.270302,44.270302,44.270302,44.270302,0
2024-04-30,44.272301,44.272301,44.272301,44.272301,44.272301,0
2024-05-02,44.303101,44.303101,44.303101,44.303101,44.303101,0
2024-05-03,44.323299,44.323299,44.323299,44.323299,44.323299,0
2024-05-06,44.375099,44.375099,44.375099,44.375099,44.375099,0
2024-05-07,44.380402,44.380402,44.380402,44.380402,44.380402,0
2024-05-08,44.390202,44.390202,44.390202,44.390202,44.390202,0
2024-05-09,44.394100,44.394100,44.394100,44.394100,44.394100,0
2024-05-10,44.407700,44.407700,44.407700,44.407700,44.407700,0
2024-05-13,44.439800,44.439800,44.439800,44.439800,44.439800,0
2024-05-14,44.461899,44.461899,44.461899,44.461899,44.461899,0
2024-05-15,44.482201,44.482201,44.482201,44.482201,44.482201,0
2024-05-16,44.501202,44.501202,44.501202,44.501202,44.501202,0
2024-05-17,44.499199,44.499199,44.499199,44.499199,44.499199,0
2024-05-21,44.543201,44.543201,44.543201,44.543201,44.543201,0
2024-05-22,44.571701,44.571701,44.571701,44.571701,44.571701,0
2024-05-23,null,null,null,null,null,null
2024-05-24,44.751499,44.751499,44.751499,44.751499,44.751499,0
2024-05-27,44.784801,44.784801,44.784801,44.784801,44.784801,0
2024-05-28,44.780399,44.780399,44.780399,44.780399,44.780399,0
2024-05-29,44.784599,44.784599,44.784599,44.784599,44.784599,0
2024-05-30,44.790401,44.790401,44.790401,44.790401,44.790401,0
2024-05-31,44.804401,44.804401,44.804401,44.804401,44.804401,0
2024-06-03,44.651199,44.651199,44.651199,44.651199,44.651199,0
2024-06-04,44.579201,44.579201,44.579201,44.579201,44.579201,0
2024-06-05,44.608799,44.608799,44.608799,44.608799,44.608799,0
2024-06-06,44.631500,44.631500,44.631500,44.631500,44.631500,0
2024-06-07,44.642899,44.642899,44.642899,44.642899,44.642899,0
2024-06-10,44.868801,44.868801,44.868801,44.868801,44.868801,0
2024-06-11,44.890099,44.890099,44.890099,44.890099,44.890099,0
2024-06-12,44.897800,44.897800,44.897800,44.897800,44.897800,0
2024-06-13,44.925900,44.925900,44.925900,44.925900,44.925900,0
2024-06-14,44.936298,44.936298,44.936298,44.936298,44.936298,0
2024-06-18,44.972698,44.972698,44.972698,44.972698,44.972698,0
2024-06-19,44.989399,44.989399,44.989399,44.989399,44.989399,0
2024-06-20,44.997200,44.997200,44.997200,44.997200,44.997200,0
2024-06-21,45.016399,45.016399,45.016399,45.016399,45.016399,0
2024-06-24,45.047901,45.047901,45.047901,45.047901,45.047901,0
2024-06-25,45.062302,45.062302,45.062302,45.062302,45.062302,0
2024-06-26,45.060600,45.060600,45.060600,45.060600,45.060600,0
2024-06-27,45.067200,45.067200,45.067200,45.067200,45.067200,0
2024-06-28,45.077400,45.077400,45.077400,45.077400,45.077400,0
2024-07-01,45.098000,45.098000,45.098000,45.098000,45.098000,0
2024-07-02,45.114300,45.114300,45.114300,45.114300,45.114300,0
2024-07-03,45.127499,45.127499,45.127499,45.127499,45.127499,0
2024-07-04,45.133301,45.133301,45.133301,45.133301,45.133301,0
2024-07-05,45.144501,45.144501,45.144501,45.144501,45.144501,0
2024-07-08,45.176899,45.176899,45.176899,45.176899,45.176899,0
2024-07-09,45.186401,45.186401,45.186401,45.186401,45.186401,0
2024-07-10,45.197498,45.197498,45.197498,45.197498,45.197498,0
2024-07-11,45.207600,45.207600,45.207600,45.207600,45.207600,0
2024-07-12,45.214802,45.214802,45.214802,45.214802,45.214802,0
